record_id,spec_key,value_text,source_url,accessed_date,notes
PUH-134-CA967EA3,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-916-F21D708C,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-916-F21D708C,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-916-F21D708C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-916-F21D708C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-8CF4A2FF,Maximum nominal sizes,6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-8CF4A2FF,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-8CF4A2FF,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-8CF4A2FF,Materials,S、C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-142-909C5E78,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-142-909C5E78,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-142-909C5E78,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-142-909C5E78,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-916-78AA66E1,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-916-78AA66E1,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-916-78AA66E1,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-916-78AA66E1,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RV-6-96A69CEB,Maximum nominal sizes,12 12×10A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RV-6-96A69CEB,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RV-6-96A69CEB,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RV-6-96A69CEB,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-11500HP-D5D384B3,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-11500HP-D5D384B3,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-11500HP-D5D384B3,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-11500HP-D5D384B3,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-14-UN-116-UE-19-6B3635E9,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-14-UN-116-UE-19-6B3635E9,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-14-UN-116-UE-19-6B3635E9,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-14-UN-116-UE-19-6B3635E9,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-7100L-3C146776,Maximum nominal sizes,14.2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-7100L-3C146776,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-7100L-3C146776,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-7100L-3C146776,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-115-UN-130-UN-150-953E87EE,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-115-UN-130-UN-150-953E87EE,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-115-UN-130-UN-150-953E87EE,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-115-UN-130-UN-150-953E87EE,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-14M-B0DBE74B,Maximum nominal sizes,8A 6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-14M-B0DBE74B,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-14M-B0DBE74B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-14M-B0DBE74B,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-127P-0A0BF600,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-127P-0A0BF600,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-127P-0A0BF600,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-127P-0A0BF600,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-13P-4D94B86C,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-13P-4D94B86C,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-13P-4D94B86C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-13P-4D94B86C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUH-941P-D4FDC336,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUH-941P-D4FDC336,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUH-941P-D4FDC336,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUH-941P-D4FDC336,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-0737D1B7,Maximum nominal sizes,10A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-0737D1B7,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-0737D1B7,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-0737D1B7,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUD-134-2F96308C,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUD-134-2F96308C,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUD-134-2F96308C,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUD-134-2F96308C,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-11500HP-6BCADA6D,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-11500HP-6BCADA6D,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-11500HP-6BCADA6D,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-11500HP-6BCADA6D,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-11-CC34AE85,Maximum nominal sizes,8A 9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-11-CC34AE85,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-11-CC34AE85,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-11-CC34AE85,Materials,S、C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-91P-5BA55FB5,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-91P-5BA55FB5,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-91P-5BA55FB5,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUK-91P-5BA55FB5,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DH-32-DUE-32-BH-31-4546EB5B,Maximum nominal sizes,100A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DH-32-DUE-32-BH-31-4546EB5B,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DH-32-DUE-32-BH-31-4546EB5B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DH-32-DUE-32-BH-31-4546EB5B,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DS-31-BC316D8B,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DS-31-BC316D8B,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DS-31-BC316D8B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
DS-31-BC316D8B,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUN-35-FUE-35-FUH-35-3486B101,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUN-35-FUE-35-FUH-35-3486B101,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUN-35-FUE-35-FUH-35-3486B101,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUN-35-FUE-35-FUH-35-3486B101,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-016-A648DCC4,Maximum nominal sizes,15A 12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-016-A648DCC4,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-016-A648DCC4,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUH-016-A648DCC4,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-574C0E9B,Maximum nominal sizes,6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-574C0E9B,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-574C0E9B,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUN-UN-DUN-574C0E9B,Materials,S、C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-016-26400A90,Maximum nominal sizes,12.7,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-016-26400A90,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-016-26400A90,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
PUS-016-26400A90,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RA-6-D14A8B11,Maximum nominal sizes,12 12×10A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RA-6-D14A8B11,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RA-6-D14A8B11,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
RA-6-D14A8B11,Materials,C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-31500HP-D81A88DC,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-31500HP-D81A88DC,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-31500HP-D81A88DC,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-31500HP-D81A88DC,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-33-DH-31-FE868CCD,Maximum nominal sizes,10A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-33-DH-31-FE868CCD,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-33-DH-31-FE868CCD,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UH-33-DH-31-FE868CCD,Materials,S、C,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-04M-B1ECA1BA,Maximum nominal sizes,6.35,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-04M-B1ECA1BA,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-04M-B1ECA1BA,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-04M-B1ECA1BA,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-34M-FC2894BA,Maximum nominal sizes,8A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-34M-FC2894BA,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-34M-FC2894BA,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UN-34M-FC2894BA,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-327P-EB912110,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-327P-EB912110,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-327P-EB912110,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-327P-EB912110,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-33P-56DBCAB3,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-33P-56DBCAB3,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-33P-56DBCAB3,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
US-33P-56DBCAB3,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-35-722A3331,Maximum nominal sizes,15A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-35-722A3331,Cleanliness,Complete,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-35-722A3331,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
FUD-35-722A3331,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-31500HP-4A1B4AEA,Maximum nominal sizes,25A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-31500HP-4A1B4AEA,Cleanliness,Class 1,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-31500HP-4A1B4AEA,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UD-31500HP-4A1B4AEA,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UK-31-3E5F15CC,Maximum nominal sizes,9.52,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UK-31-3E5F15CC,Cleanliness,Class 2,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UK-31-3E5F15CC,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
UK-31-3E5F15CC,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUP-920-2B93BF6E,Maximum nominal sizes,1/2 in.,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUP-920-2B93BF6E,Cleanliness,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUP-920-2B93BF6E,Flow rate class,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
VUP-920-2B93BF6E,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
8A-12-7-0AC0047E,Maximum nominal sizes,*,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
8A-12-7-0AC0047E,Cleanliness,Low,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
8A-12-7-0AC0047E,Materials,S,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
CBV3-99F9A97C,Maximum nominal sizes,150A,https://www.fujikin.co.jp/en/support/download/,2026-06-09,Exact value from the official English catalogue index row.
