type_id,spec_group,spec_key,value_min,value_max,value_text,unit,configuration_scope,source_url,accessed_date,notes
0211,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0211,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0211,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0211,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0212,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0212,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0212,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0212,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0243,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0243,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0248,actuation,actuation_method,,,electromotive,,Type-level official page description,https://www.burkert.com/en/type/0248,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0248,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/0248,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0248,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0248,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0253,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0253,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0253,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0253,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0253,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0253,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0255,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0255,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0255,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0255,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0255,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0255,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0255,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0255,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0256,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0256,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0256,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0256,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0256,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0256,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0262,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/0262,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0262,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0262,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0262,materials,explicit_materials,,,stainless steel | brass | plastic,,Type-level official page description,https://www.burkert.com/en/type/0262,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0263,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/0263,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0263,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0263,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0263,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0263,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0263,materials,explicit_materials,,,stainless steel | brass | plastic,,Type-level official page description,https://www.burkert.com/en/type/0263,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0280,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0280,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0280,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0280,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0280,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0280,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0283,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0283,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0283,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0283,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0283,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0283,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0285,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0285,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0285,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0285,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0286,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0286,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0287,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0287,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0287,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0287,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0287,materials,explicit_materials,,,brass | plastic,,Type-level official page description,https://www.burkert.com/en/type/0287,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0290,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0290,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0290,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0290,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0290,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/0290,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0293,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0293,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0293,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0293,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0293,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0293,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0300,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0300,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0300,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0300,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0300,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0301,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0301,connection,explicit_connection_types,,,flange | hose,,Type-level official page description,https://www.burkert.com/en/type/0301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0301,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0301,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0301,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0303,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0303,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0303,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0303,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0304,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0304,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0304,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0304,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0311,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0311,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0311,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0311,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0312,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0312,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0312,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0312,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0313,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0313,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0330,actuation,actuation_method,,,solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0330,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0330,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0330,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0330,materials,explicit_materials,,,stainless steel | PEEK | brass,,Type-level official page description,https://www.burkert.com/en/type/0330,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0331,actuation,actuation_method,,,solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0331,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0331,connection,explicit_connection_types,,,flange,,Type-level official page description,https://www.burkert.com/en/type/0331,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0331,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0331,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0331,materials,explicit_materials,,,stainless steel | PEEK | brass,,Type-level official page description,https://www.burkert.com/en/type/0331,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0340,actuation,actuation_method,,,solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0340,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0340,environment,protection_rating,,,IP65,,Type-level official page description,https://www.burkert.com/en/type/0340,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0340,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0340,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0341,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0341,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0343,actuation,actuation_method,,,solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0343,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0343,dimensions,diameter_range_1,8,40,DN 8-40mm,mm,Type-level official page description,https://www.burkert.com/en/type/0343,2026-06-09,Explicit range extracted from the official Type page; confirm configuration-specific limits in the data sheet.
0343,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0343,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0343,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0343,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0344,actuation,actuation_method,,,solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0344,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0344,environment,protection_rating,,,IP65,,Type-level official page description,https://www.burkert.com/en/type/0344,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0344,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0344,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0355,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0355,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0355,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0355,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0355,operating_limits,temperature_max_1,,180,Medium temperature up to +180 °C,°C,Type-level official page description,https://www.burkert.com/en/type/0355,2026-06-09,Explicit upper limit extracted from the official Type page; confirm configuration-specific limits in the data sheet.
0375,actuation,actuation_method,,,pneumatic | solenoid,,Type-level official page description,https://www.burkert.com/en/type/0375,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0375,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0375,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0400,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0400,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0400,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/0400,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0404,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0404,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0404,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/0404,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0404,environment,protection_rating,,,IP65,,Type-level official page description,https://www.burkert.com/en/type/0404,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0404,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0404,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0406,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0406,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0406,connection,explicit_connection_types,,,flange | thread,,Type-level official page description,https://www.burkert.com/en/type/0406,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0406,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0406,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0407,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0407,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0407,materials,explicit_materials,,,brass,,Type-level official page description,https://www.burkert.com/en/type/0407,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0450,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/0450,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0460,actuation,actuation_method,,,pneumatic | solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0460,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0461,actuation,actuation_method,,,pneumatic | solenoid | manual,,Type-level official page description,https://www.burkert.com/en/type/0461,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0470,actuation,actuation_method,,,pneumatic | solenoid,,Type-level official page description,https://www.burkert.com/en/type/0470,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0470,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0470,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0498,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/0498,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0498,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/0498,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0641,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0641,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0643,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0643,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0644,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0644,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0780,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0780,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0780,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/0780,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0780,materials,explicit_materials,,,stainless steel | brass,,Type-level official page description,https://www.burkert.com/en/type/0780,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0788,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0788,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
0789,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/0789,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1054,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/1054,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1060,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/1060,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1061,actuation,actuation_method,,,pneumatic | solenoid,,Type-level official page description,https://www.burkert.com/en/type/1061,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1061,compliance,explicit_certifications_or_ratings,,,ATEX,,Type-level official page description,https://www.burkert.com/en/type/1061,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1061,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/1061,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1077,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/1077,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1078,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/1078,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1087,actuation,actuation_method,,,solenoid,,Type-level official page description,https://www.burkert.com/en/type/1087,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1087,environment,protection_rating,,,IP65,,Type-level official page description,https://www.burkert.com/en/type/1087,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1573,connection,explicit_connection_types,,,push-in,,Type-level official page description,https://www.burkert.com/en/type/1573,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
1573,materials,explicit_materials,,,plastic,,Type-level official page description,https://www.burkert.com/en/type/1573,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2000,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2000,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2000,connection,explicit_connection_types,,,clamp | weld | flange,,Type-level official page description,https://www.burkert.com/en/type/2000,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2000,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2000,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2000,materials,explicit_materials,,,stainless steel | 316L | brass,,Type-level official page description,https://www.burkert.com/en/type/2000,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2002,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2002,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2002,connection,explicit_connection_types,,,thread,,Type-level official page description,https://www.burkert.com/en/type/2002,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2006,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2006,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2006,function,way_configuration,,,3/2-way,,Type-level official page description,https://www.burkert.com/en/type/2006,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2006,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2006,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2012,actuation,actuation_method,,,pneumatic | manual,,Type-level official page description,https://www.burkert.com/en/type/2012,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2012,connection,explicit_connection_types,,,weld | flange | thread,,Type-level official page description,https://www.burkert.com/en/type/2012,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2012,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2012,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2012,materials,explicit_materials,,,stainless steel,,Type-level official page description,https://www.burkert.com/en/type/2012,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2030,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2030,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2030,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2030,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2030,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2030,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2030,materials,explicit_materials,,,stainless steel | plastic,,Type-level official page description,https://www.burkert.com/en/type/2030,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2030,surface_finish,explicit_roughness,,,Ra ≤ 0.38 µm...1.6 µm,µm,Type-level official page description,https://www.burkert.com/en/type/2030,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2031,actuation,actuation_method,,,pneumatic,,Type-level official page description,https://www.burkert.com/en/type/2031,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2031,compliance,explicit_certifications_or_ratings,,,ATEX | IECEx,,Type-level official page description,https://www.burkert.com/en/type/2031,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
2031,function,way_configuration,,,2/2-way,,Type-level official page description,https://www.burkert.com/en/type/2031,2026-06-09,Only values explicitly present in the official Type page title or description are recorded.
